order_item_id,order_id,product_id,quantity,unit_price,line_total
355,185,14,1,59.25,59.25
356,186,114,2,39.36,78.72
357,186,2,2,280.62,561.24
358,187,2,1,280.62,280.62
359,187,129,1,118.57,118.57
360,187,198,2,43.37,86.74
361,188,132,2,274.04,548.08
362,188,79,1,20.99,20.99
363,189,101,1,98.63,98.63
364,189,159,1,87.96,87.96
365,190,95,3,1020.04,3060.12
366,191,18,2,307.15,614.3
367,191,179,2,13.23,26.46
368,192,140,1,14.76,14.76
369,192,76,1,6.4,6.4
370,193,109,2,182.13,364.26
371,194,134,1,22.43,22.43
372,194,32,3,799.58,2398.74
373,194,45,1,76.99,76.99
374,195,98,1,54.42,54.42
375,195,50,3,15.97,47.91
376,196,75,2,32.22,64.44
377,197,150,2,103.36,206.72
378,197,63,1,296.8,296.8
379,198,138,1,62.66,62.66
380,199,165,3,74.92,224.76
381,200,64,1,16.92,16.92
382,200,185,2,157.0,314.0
383,200,115,1,37.64,37.64
384,201,5,2,221.9,443.8
385,201,124,3,304.81,914.43
386,201,9,2,37.92,75.84
387,201,151,1,22.22,22.22
388,202,8,1,78.4,78.4
389,202,43,1,8.83,8.83
390,202,42,2,26.29,52.58
391,203,84,1,532.99,532.99
392,203,182,1,63.5,63.5
393,204,85,1,10.81,10.81
394,204,183,3,58.55,175.65
395,205,143,1,68.92,68.92
396,206,118,1,47.07,47.07
397,206,162,2,292.57,585.14
398,207,40,3,8.06,24.18
399,207,190,1,133.95,133.95
400,208,93,1,299.7,299.7
401,209,169,1,35.48,35.48
402,210,102,1,205.12,205.12
403,211,49,1,65.02,65.02
404,212,61,1,83.95,83.95
405,213,85,1,9.61,9.61
406,214,94,1,24.33,24.33
407,215,41,2,20.7,41.4
408,215,14,1,65.83,65.83
409,216,197,1,109.06,109.06
410,217,22,2,38.99,77.98
411,218,8,1,78.4,78.4
412,219,71,2,135.82,271.64
413,219,124,1,304.81,304.81
414,219,165,2,74.92,149.84
415,219,47,2,280.56,561.12
416,220,171,2,39.53,79.06
417,220,157,1,172.5,172.5
418,221,111,1,623.63,623.63
419,221,103,1,112.17,112.17
420,222,199,1,35.92,35.92
421,222,142,2,1168.43,2336.86
422,223,176,1,214.93,214.93
423,223,119,1,57.9,57.9
424,223,194,2,22.41,44.82
425,223,162,1,292.57,292.57
426,224,88,1,219.65,219.65
427,224,163,1,36.38,36.38
428,225,77,2,333.97,667.94
429,226,48,2,20.82,41.64
430,226,91,1,36.36,36.36
431,226,127,1,128.93,128.93
432,227,111,2,623.63,1247.26
433,227,17,1,133.14,133.14
434,228,9,1,37.92,37.92
435,229,197,2,109.06,218.12
436,230,105,2,257.72,515.44
437,231,114,2,39.36,78.72
438,232,9,2,37.92,75.84
439,233,62,1,389.89,389.89
440,233,86,3,128.18,384.54
441,233,92,3,717.73,2153.19
442,233,149,3,17.92,53.76
443,234,24,1,61.51,61.51
444,234,187,2,104.22,208.44
445,235,30,3,375.61,1126.83
446,236,103,1,112.17,112.17
447,236,169,3,31.93,95.79
448,236,162,1,292.57,292.57
449,237,53,2,58.73,117.46
450,237,71,1,122.24,122.24
451,238,123,3,201.13,603.39
452,238,195,1,20.59,20.59
453,238,80,3,320.66,961.98
454,238,126,2,21.77,43.54
455,239,48,3,16.66,49.98
456,239,70,1,8.65,8.65
457,239,191,1,18.53,18.53
458,240,160,3,241.54,724.62
459,240,39,1,101.13,101.13
460,241,149,3,17.92,53.76
461,242,89,1,51.13,51.13
462,243,122,1,66.45,66.45
463,243,75,1,35.8,35.8
464,244,65,1,80.12,80.12
465,245,93,2,374.62,749.24
466,246,117,3,194.72,584.16
467,246,182,1,63.5,63.5
468,246,40,3,8.06,24.18
469,246,171,1,39.53,39.53
470,247,176,2,171.94,343.88
471,247,27,1,91.82,91.82
472,248,80,1,320.66,320.66
473,248,20,3,38.23,114.69
474,249,20,3,38.23,114.69
475,250,200,1,92.13,92.13
476,251,5,1,221.9,221.9
477,251,107,2,45.49,90.98
478,251,63,1,296.8,296.8
479,252,181,2,125.44,250.88
480,253,43,2,7.06,14.12
481,254,44,3,14.55,43.65
482,255,126,1,21.77,21.77
483,255,39,3,101.13,303.39
484,256,101,3,98.63,295.89
485,256,135,2,31.38,62.76
486,256,91,1,36.36,36.36
487,257,99,2,33.83,67.66
488,257,184,3,121.62,364.86
489,257,28,2,81.11,162.22
490,258,129,2,118.57,237.14
491,258,64,1,16.92,16.92
492,258,112,2,5.61,11.22
493,259,152,1,109.89,109.89
494,259,102,1,205.12,205.12
495,259,181,3,125.44,376.32
496,260,79,2,23.32,46.64
497,260,48,1,20.82,20.82
498,261,35,2,5.78,11.56
499,261,157,1,172.5,172.5
500,262,20,2,38.23,76.46
501,263,130,1,53.06,53.06
502,263,152,3,109.89,329.67
503,264,86,2,128.18,256.36
504,264,126,2,21.77,43.54
505,265,95,1,1020.04,1020.04
506,265,89,1,51.13,51.13
507,265,64,1,16.92,16.92
508,265,200,2,92.13,184.26
509,266,7,1,40.58,40.58
510,266,61,1,83.95,83.95
511,267,14,2,65.83,131.66
512,267,24,3,61.51,184.53
513,267,106,1,219.04,219.04
514,267,56,1,50.51,50.51
515,268,31,2,38.52,77.04
516,269,30,1,375.61,375.61
517,270,57,1,601.88,601.88
518,270,100,2,1019.46,2038.92
519,270,55,1,53.49,53.49
520,271,137,2,8.73,17.46
521,272,156,2,257.19,514.38
522,272,10,2,153.83,307.66
523,272,53,2,58.73,117.46
524,272,178,1,131.53,131.53
525,273,69,2,281.9,563.8
526,273,37,2,61.46,122.92
527,273,56,1,50.51,50.51
528,274,68,1,29.38,29.38
529,274,147,1,79.52,79.52
530,275,48,2,18.74,37.48
531,275,127,2,128.93,257.86
532,275,49,3,65.02,195.06
533,276,58,2,848.05,1696.1
534,276,89,1,51.13,51.13
535,276,7,1,40.58,40.58
536,276,32,2,799.58,1599.16
537,277,199,1,35.92,35.92
538,277,137,2,8.73,17.46
539,278,37,2,61.46,122.92
540,278,45,3,76.99,230.97
541,278,117,3,194.72,584.16
542,278,88,2,219.65,439.3
543,279,43,1,8.83,8.83
544,280,171,2,35.58,71.16
545,280,18,2,307.15,614.3
546,280,8,2,78.4,156.8
547,280,160,3,241.54,724.62
548,281,45,1,76.99,76.99
549,281,95,1,1020.04,1020.04
550,282,48,1,20.82,20.82
551,282,78,3,43.15,129.45
552,282,15,1,368.81,368.81
553,283,115,2,37.64,75.28
554,283,167,1,28.38,28.38
555,284,143,1,68.92,68.92
556,284,136,3,27.57,82.71
557,285,189,3,193.14,579.42
558,286,35,1,5.78,5.78
559,286,44,1,14.55,14.55
560,287,94,3,24.33,72.99
561,287,171,2,39.53,79.06
562,288,22,2,38.99,77.98
563,289,12,2,49.52,99.04
564,289,124,2,304.81,609.62
565,289,116,3,46.78,140.34
566,290,68,2,32.64,65.28
567,290,167,1,25.54,25.54
568,290,9,1,37.92,37.92
569,290,94,2,24.33,48.66
570,291,93,2,374.62,749.24
571,291,42,1,26.29,26.29
572,292,54,1,154.88,154.88
573,293,135,1,25.1,25.1
574,293,164,2,8.79,17.58
575,293,139,1,23.98,23.98
576,293,63,3,296.8,890.4
577,294,102,1,205.12,205.12
578,294,21,2,94.98,189.96
579,294,86,2,128.18,256.36
580,295,125,1,26.68,26.68
581,296,183,2,58.55,117.1
582,297,118,3,42.36,127.08
583,298,53,2,58.73,117.46
584,299,124,1,304.81,304.81
585,299,48,1,20.82,20.82
586,300,114,1,31.49,31.49
587,301,110,2,562.72,1125.44
588,301,39,1,101.13,101.13
589,301,73,2,5.1,10.2
590,302,66,1,1042.18,1042.18
591,302,164,2,8.79,17.58
592,303,78,1,43.15,43.15
593,304,125,2,26.68,53.36
594,305,200,1,92.13,92.13
595,305,2,2,280.62,561.24
596,305,178,2,131.53,263.06
597,305,80,1,256.53,256.53
598,306,48,3,20.82,62.46
599,307,200,2,92.13,184.26
600,307,20,1,38.23,38.23
601,308,187,3,104.22,312.66
602,309,110,2,562.72,1125.44
603,309,199,1,35.92,35.92
604,309,124,2,304.81,609.62
605,310,31,1,38.52,38.52
606,311,112,3,5.61,16.83
607,311,99,3,33.83,101.49
608,312,151,1,22.22,22.22
609,313,176,2,171.94,343.88
610,314,41,2,20.7,41.4
611,314,45,1,76.99,76.99
612,314,69,1,281.9,281.9
613,315,158,1,69.07,69.07
614,315,108,1,105.42,105.42
615,316,43,1,8.83,8.83
616,316,136,2,27.57,55.14
617,317,66,3,937.96,2813.88
618,318,6,1,282.19,282.19
619,318,90,1,96.78,96.78
620,319,188,2,109.02,218.04
621,319,152,1,109.89,109.89
622,320,159,3,87.96,263.88
623,320,62,1,389.89,389.89
624,320,33,3,179.86,539.58
625,320,163,1,36.38,36.38
626,321,61,1,83.95,83.95
627,321,43,3,8.83,26.49
628,322,66,1,1042.18,1042.18
629,322,41,1,20.7,20.7
630,322,14,2,65.83,131.66
631,323,81,3,103.81,311.43
632,324,156,3,257.19,771.57
633,325,82,1,151.85,151.85
634,325,149,3,16.13,48.39
635,326,184,2,121.62,243.24
636,326,118,1,47.07,47.07
637,327,31,1,38.52,38.52
638,327,156,2,257.19,514.38
639,328,26,3,77.67,233.01
640,328,108,3,105.42,316.26
641,329,152,1,109.89,109.89
642,329,62,2,389.89,779.78
643,330,164,2,7.03,14.06
644,330,152,1,109.89,109.89
645,331,153,2,22.04,44.08
646,331,112,1,5.61,5.61
647,331,135,1,28.24,28.24
648,332,128,1,550.25,550.25
649,332,179,2,13.23,26.46
650,333,110,1,506.45,506.45
651,334,88,1,219.65,219.65
652,335,21,2,94.98,189.96
653,336,22,1,38.99,38.99
654,336,156,3,257.19,771.57
655,337,22,1,31.19,31.19
656,337,160,1,241.54,241.54
657,338,183,1,58.55,58.55
658,339,133,2,16.05,32.1
659,339,100,2,1019.46,2038.92
660,340,71,1,122.24,122.24
661,341,69,2,281.9,563.8
662,341,65,2,80.12,160.24
663,342,100,3,1019.46,3058.38
664,342,193,2,18.07,36.14
665,343,14,1,65.83,65.83
666,344,170,1,62.43,62.43
667,345,34,2,70.71,141.42
668,346,97,1,83.76,83.76
669,347,15,1,368.81,368.81
670,348,123,3,201.13,603.39
671,348,57,1,668.75,668.75
672,349,197,2,109.06,218.12
673,350,186,1,106.02,106.02
674,350,102,3,205.12,615.36
675,350,134,1,22.43,22.43
676,350,127,2,128.93,257.86
677,351,188,2,109.02,218.04
678,352,68,1,32.64,32.64
679,352,184,1,121.62,121.62
680,353,149,1,17.92,17.92
681,354,196,1,117.5,117.5
682,355,62,1,389.89,389.89
683,355,59,3,1024.18,3072.54
684,356,117,2,194.72,389.44
685,357,75,1,35.8,35.8
686,357,191,1,16.68,16.68
687,357,174,2,37.33,74.66
688,357,49,1,65.02,65.02
689,358,17,3,133.14,399.42
690,358,85,1,12.01,12.01
691,358,146,3,31.11,93.33
692,359,164,1,8.79,8.79
693,359,60,3,260.25,780.75
694,360,179,1,13.23,13.23
695,361,128,1,550.25,550.25
696,362,46,1,186.91,186.91
697,363,75,1,32.22,32.22
698,364,64,2,16.92,33.84
699,364,49,3,65.02,195.06
700,364,24,3,61.51,184.53
701,365,8,2,78.4,156.8
702,365,180,1,62.8,62.8
703,365,179,2,13.23,26.46
704,366,113,1,267.27,267.27
705,367,62,3,389.89,1169.67
706,368,24,2,61.51,123.02
707,368,35,3,5.78,17.34
708,369,110,1,562.72,562.72
709,370,112,2,5.61,11.22
710,371,99,2,33.83,67.66
711,372,48,2,20.82,41.64
712,373,16,2,114.65,229.3
713,373,21,2,94.98,189.96
714,374,136,2,27.57,55.14
715,374,46,2,186.91,373.82
716,375,181,3,125.44,376.32
717,375,131,1,22.76,22.76
718,376,77,1,333.97,333.97
719,376,108,2,105.42,210.84
720,377,56,1,50.51,50.51
721,377,151,1,22.22,22.22
722,378,29,1,45.35,45.35
723,379,18,1,307.15,307.15
724,380,25,2,89.99,179.98
725,380,88,1,219.65,219.65
726,380,149,2,17.92,35.84
727,380,98,1,54.42,54.42
728,381,121,2,217.45,434.9
729,381,120,1,49.65,49.65
730,381,99,1,33.83,33.83
731,381,151,2,22.22,44.44
732,382,183,1,58.55,58.55
733,382,26,1,77.67,77.67
734,383,33,1,179.86,179.86
735,383,139,1,23.98,23.98
736,384,67,1,105.81,105.81
737,384,156,1,257.19,257.19
738,384,73,3,5.1,15.3
739,384,28,1,81.11,81.11
740,385,177,1,16.91,16.91
741,386,174,1,37.33,37.33
742,387,121,2,217.45,434.9
743,388,112,1,5.61,5.61
744,389,2,1,280.62,280.62
745,389,187,3,104.22,312.66
746,390,174,2,37.33,74.66
747,390,110,3,562.72,1688.16
748,391,190,2,133.95,267.9
749,391,140,1,14.76,14.76
750,392,137,1,8.73,8.73
751,393,50,1,14.37,14.37
752,394,123,1,201.13,201.13
753,394,38,1,85.57,85.57
754,394,20,1,38.23,38.23
755,394,82,3,168.72,506.16
756,395,146,1,31.11,31.11
757,395,18,1,307.15,307.15
758,396,12,2,49.52,99.04
759,397,21,3,94.98,284.94
760,398,101,1,98.63,98.63
761,399,110,1,562.72,562.72
762,399,108,3,105.42,316.26
763,399,174,1,37.33,37.33
764,400,123,3,181.02,543.06
765,401,73,2,5.1,10.2
766,401,80,1,320.66,320.66
767,402,96,1,97.96,97.96
768,402,19,1,134.81,134.81
769,402,86,2,128.18,256.36
770,402,75,1,35.8,35.8
771,403,26,1,77.67,77.67
772,403,41,1,20.7,20.7
773,403,30,1,375.61,375.61
774,404,193,3,18.07,54.21
775,405,57,2,668.75,1337.5
776,405,66,2,1042.18,2084.36
777,406,73,1,5.1,5.1
778,407,189,2,214.6,429.2
779,408,46,2,186.91,373.82
780,408,164,3,7.03,21.09
781,408,61,2,83.95,167.9
782,409,63,1,296.8,296.8
783,409,159,1,87.96,87.96
784,410,8,1,70.56,70.56
785,410,152,3,109.89,329.67
786,410,185,2,157.0,314.0
787,411,18,1,307.15,307.15
788,411,185,1,125.6,125.6
789,411,1,1,15.79,15.79
790,412,142,1,1168.43,1168.43
791,412,53,1,58.73,58.73
792,412,150,2,103.36,206.72
793,413,77,1,333.97,333.97
794,414,130,2,53.06,106.12
795,414,126,1,21.77,21.77
796,415,73,1,5.1,5.1
797,415,152,1,109.89,109.89
798,416,86,1,128.18,128.18
799,416,159,1,87.96,87.96
800,417,89,2,51.13,102.26
801,417,30,1,375.61,375.61
802,417,139,1,23.98,23.98
803,417,115,1,37.64,37.64
804,418,72,1,500.56,500.56
805,418,166,1,53.61,53.61
806,418,89,3,51.13,153.39
807,419,65,3,80.12,240.36
808,419,94,2,24.33,48.66
809,420,128,1,550.25,550.25
810,420,54,1,154.88,154.88
811,420,69,2,281.9,563.8
812,420,186,2,106.02,212.04
813,421,71,3,135.82,407.46
814,421,181,3,125.44,376.32
815,422,5,3,221.9,665.7
816,422,162,2,292.57,585.14
817,423,8,1,78.4,78.4
818,424,7,2,36.52,73.04
819,424,197,1,109.06,109.06
820,425,20,2,38.23,76.46
821,425,97,1,83.76,83.76
822,426,124,1,304.81,304.81
823,427,89,2,51.13,102.26
824,427,105,2,257.72,515.44
825,428,190,1,133.95,133.95
826,428,170,2,49.94,99.88
827,429,179,2,13.23,26.46
828,430,112,1,5.61,5.61
829,431,185,2,157.0,314.0
830,432,1,2,15.79,31.58
831,433,150,1,103.36,103.36
832,433,56,1,50.51,50.51
833,434,169,1,35.48,35.48
834,435,128,2,550.25,1100.5
835,436,148,1,20.52,20.52
836,436,96,1,97.96,97.96
837,436,35,1,5.78,5.78
838,436,71,2,135.82,271.64
839,437,152,1,109.89,109.89
840,438,60,1,260.25,260.25
841,438,59,3,1024.18,3072.54
842,439,155,1,24.59,24.59
843,439,188,1,109.02,109.02
844,439,95,2,1020.04,2040.08
845,440,110,1,562.72,562.72
846,440,30,3,375.61,1126.83
847,441,98,1,54.42,54.42
848,442,160,1,241.54,241.54
849,443,183,1,46.84,46.84
850,443,150,1,103.36,103.36
851,444,185,1,157.0,157.0
852,445,21,3,94.98,284.94
853,446,18,2,245.72,491.44
854,447,41,1,20.7,20.7
855,447,177,2,16.91,33.82
856,447,149,1,17.92,17.92
857,448,112,2,5.61,11.22
858,448,174,1,37.33,37.33
859,448,2,1,280.62,280.62
860,449,22,1,31.19,31.19
861,449,192,2,7.76,15.52
862,449,128,1,550.25,550.25
863,449,81,2,103.81,207.62
864,450,197,2,109.06,218.12
865,451,82,1,168.72,168.72
866,451,159,3,87.96,263.88
867,452,144,2,20.5,41.0
