inventory_id,store_id,product_id,snapshot_date,stock_level,reorder_level
79,1,200,2026-01-11,103,24
80,1,110,2026-01-11,93,18
81,1,116,2026-01-11,45,14
82,1,99,2026-01-11,81,15
83,1,98,2026-01-11,37,7
84,1,70,2026-01-11,40,9
85,1,162,2026-01-11,61,10
86,1,175,2026-01-11,69,16
87,1,108,2026-01-11,45,8
88,1,73,2026-01-11,31,7
89,1,89,2026-01-11,74,15
90,1,131,2026-01-11,87,15
91,1,97,2026-01-11,48,13
92,1,87,2026-01-11,180,28
93,1,102,2026-01-11,104,24
94,1,19,2026-01-11,94,17
95,1,191,2026-01-11,75,12
96,1,165,2026-01-11,89,15
97,1,145,2026-01-11,68,17
98,1,149,2026-01-11,111,16
99,1,141,2026-01-11,166,26
100,1,144,2026-01-11,65,10
101,1,170,2026-01-11,126,29
102,1,26,2026-01-11,87,18
103,1,137,2026-01-11,49,11
104,1,44,2026-01-11,43,8
105,1,138,2026-01-11,27,5
106,1,47,2026-01-11,30,6
107,1,5,2026-01-11,163,27
108,1,166,2026-01-11,96,16
109,1,55,2026-01-11,99,19
110,1,140,2026-01-11,34,7
111,1,187,2026-01-11,48,16
112,1,9,2026-01-11,98,21
113,1,14,2026-01-11,97,16
114,1,6,2026-01-11,55,20
115,1,34,2026-01-11,50,10
116,1,82,2026-01-11,65,16
117,1,32,2026-01-11,61,12
118,1,60,2026-01-11,47,9
119,1,167,2026-01-11,145,28
120,1,104,2026-01-11,49,14
121,1,64,2026-01-11,46,9
122,1,79,2026-01-11,142,28
123,1,109,2026-01-11,79,14
124,1,125,2026-01-11,128,21
125,1,195,2026-01-11,123,26
126,1,142,2026-01-11,153,25
127,1,198,2026-01-11,106,21
128,1,43,2026-01-11,43,7
129,1,153,2026-01-11,154,29
130,1,127,2026-01-11,134,29
131,1,41,2026-01-11,110,20
132,1,135,2026-01-11,70,13
133,1,84,2026-01-11,29,6
134,1,15,2026-01-11,73,13
135,1,86,2026-01-11,93,21
136,1,176,2026-01-11,72,13
137,1,192,2026-01-11,66,11
138,1,126,2026-01-11,25,6
139,1,7,2026-01-11,100,20
140,1,148,2026-01-11,126,23
141,1,57,2026-01-18,107,17
142,1,38,2026-01-18,128,27
143,1,68,2026-01-18,43,9
144,1,80,2026-01-18,36,6
145,1,81,2026-01-18,75,18
146,1,189,2026-01-18,58,11
147,1,184,2026-01-18,51,10
148,1,11,2026-01-18,126,20
149,1,129,2026-01-18,41,7
150,1,63,2026-01-18,143,28
151,1,66,2026-01-18,145,24
152,1,18,2026-01-18,28,6
153,1,134,2026-01-18,124,23
154,1,196,2026-01-18,79,20
155,1,147,2026-01-18,124,25
156,1,39,2026-01-18,119,24
157,1,174,2026-01-18,50,10
158,1,150,2026-01-18,70,17
159,1,94,2026-01-18,95,15
160,1,30,2026-01-18,93,23
161,1,1,2026-01-18,146,22
162,1,3,2026-01-18,124,26
163,1,123,2026-01-18,95,18
164,1,181,2026-01-18,79,16
165,1,96,2026-01-18,75,17
166,1,122,2026-01-18,145,24
167,1,186,2026-01-18,122,24
168,1,40,2026-01-18,35,5
169,1,67,2026-01-18,88,20
170,1,20,2026-01-18,101,22
171,1,12,2026-01-18,49,8
172,1,46,2026-01-18,92,24
173,1,42,2026-01-18,155,24
174,1,93,2026-01-18,34,5
175,1,169,2026-01-18,112,28
176,1,2,2026-01-18,40,6
177,1,58,2026-01-18,57,10
178,1,190,2026-01-18,68,14
179,1,152,2026-01-18,57,10
180,1,168,2026-01-18,72,12
181,1,117,2026-01-18,139,26
182,1,139,2026-01-18,55,10
183,1,156,2026-01-18,61,12
184,1,83,2026-01-18,130,25
185,1,161,2026-01-18,125,29
186,1,182,2026-01-18,19,4
187,1,172,2026-01-18,48,10
188,1,13,2026-01-18,44,8
189,1,56,2026-01-18,52,12
190,1,78,2026-01-18,100,20
191,1,23,2026-01-18,84,20
192,1,130,2026-01-18,75,16
193,1,106,2026-01-18,20,4
194,1,103,2026-01-18,73,17
195,1,160,2026-01-18,53,8
196,1,10,2026-01-18,122,21
197,1,16,2026-01-18,73,12
198,1,151,2026-01-18,33,5
199,1,77,2026-01-18,123,28
200,1,120,2026-01-18,121,23
201,1,72,2026-01-18,102,19
202,1,91,2026-01-18,107,20
203,1,101,2026-01-18,114,21
204,1,45,2026-01-18,124,27
205,1,95,2026-01-18,99,25
206,1,177,2026-01-18,89,20
207,1,143,2026-01-18,131,29
208,1,114,2026-01-18,140,29
209,1,54,2026-01-18,132,25
210,1,21,2026-01-18,72,16
211,1,31,2026-01-18,71,17
212,1,115,2026-01-18,105,22
213,1,173,2026-01-18,35,8
214,1,27,2026-01-18,25,5
215,1,51,2026-01-18,77,20
216,1,193,2026-01-18,51,10
217,1,180,2026-01-18,106,22
218,1,185,2026-01-18,38,8
219,1,200,2026-01-18,127,24
220,1,110,2026-01-18,101,18
221,1,116,2026-01-18,67,14
222,1,99,2026-01-18,82,15
223,1,98,2026-01-18,33,7
224,1,70,2026-01-18,43,9
225,1,162,2026-01-18,55,10
226,1,175,2026-01-18,63,16
227,1,108,2026-01-18,40,8
228,1,73,2026-01-18,34,7
229,1,89,2026-01-18,50,15
230,1,131,2026-01-18,88,15
231,1,97,2026-01-18,86,13
232,1,87,2026-01-18,203,28
233,1,102,2026-01-18,142,24
234,1,19,2026-01-18,89,17
235,1,191,2026-01-18,63,12
236,1,165,2026-01-18,75,15
237,1,145,2026-01-18,72,17
238,1,149,2026-01-18,60,16
239,1,141,2026-01-18,147,26
240,1,144,2026-01-18,52,10
241,1,170,2026-01-18,119,29
242,1,26,2026-01-18,74,18
243,1,137,2026-01-18,55,11
244,1,44,2026-01-18,35,8
245,1,138,2026-01-18,21,5
246,1,47,2026-01-18,34,6
247,1,5,2026-01-18,132,27
248,1,166,2026-01-18,62,16
249,1,55,2026-01-18,82,19
250,1,140,2026-01-18,36,7
251,1,187,2026-01-18,76,16
252,1,9,2026-01-18,103,21
253,1,14,2026-01-18,76,16
254,1,6,2026-01-18,87,20
255,1,34,2026-01-18,69,10
256,1,82,2026-01-18,63,16
257,1,32,2026-01-18,65,12
258,1,60,2026-01-18,44,9
259,1,167,2026-01-18,128,28
260,1,104,2026-01-18,75,14
261,1,64,2026-01-18,54,9
262,1,79,2026-01-18,145,28
263,1,109,2026-01-18,61,14
264,1,125,2026-01-18,106,21
265,1,195,2026-01-18,115,26
266,1,142,2026-01-18,113,25
267,1,198,2026-01-18,109,21
268,1,43,2026-01-18,43,7
269,1,153,2026-01-18,121,29
270,1,127,2026-01-18,140,29
271,1,41,2026-01-18,82,20
272,1,135,2026-01-18,67,13
273,1,84,2026-01-18,26,6
274,1,15,2026-01-18,75,13
275,1,86,2026-01-18,113,21
276,1,176,2026-01-18,71,13
277,1,192,2026-01-18,49,11
278,1,126,2026-01-18,32,6
279,1,7,2026-01-18,92,20
280,1,148,2026-01-18,108,23
281,1,57,2026-01-25,63,17
282,1,38,2026-01-25,134,27
283,1,68,2026-01-25,49,9
284,1,80,2026-01-25,26,6
285,1,81,2026-01-25,85,18
286,1,189,2026-01-25,37,11
287,1,184,2026-01-25,56,10
288,1,11,2026-01-25,116,20
289,1,129,2026-01-25,40,7
290,1,63,2026-01-25,119,28
291,1,66,2026-01-25,116,24
292,1,18,2026-01-25,18,6
293,1,134,2026-01-25,113,23
294,1,196,2026-01-25,128,20
295,1,147,2026-01-25,107,25
296,1,39,2026-01-25,136,24
297,1,174,2026-01-25,48,10
298,1,150,2026-01-25,74,17
299,1,94,2026-01-25,66,15
300,1,30,2026-01-25,121,23
301,1,1,2026-01-25,116,22
302,1,3,2026-01-25,125,26
303,1,123,2026-01-25,85,18
304,1,181,2026-01-25,82,16
305,1,96,2026-01-25,75,17
306,1,122,2026-01-25,93,24
307,1,186,2026-01-25,105,24
308,1,40,2026-01-25,23,5
309,1,67,2026-01-25,84,20
310,1,20,2026-01-25,119,22
311,1,12,2026-01-25,46,8
312,1,46,2026-01-25,127,24
313,1,42,2026-01-25,139,24
314,1,93,2026-01-25,18,5
315,1,169,2026-01-25,137,28
316,1,2,2026-01-25,32,6
317,1,58,2026-01-25,61,10
318,1,190,2026-01-25,59,14
319,1,152,2026-01-25,46,10
320,1,168,2026-01-25,74,12
321,1,117,2026-01-25,127,26
322,1,139,2026-01-25,57,10
323,1,156,2026-01-25,70,12
324,1,83,2026-01-25,105,25
325,1,161,2026-01-25,170,29
326,1,182,2026-01-25,18,4
327,1,172,2026-01-25,66,10
328,1,13,2026-01-25,43,8
329,1,56,2026-01-25,62,12
330,1,78,2026-01-25,72,20
331,1,23,2026-01-25,104,20
332,1,130,2026-01-25,63,16
333,1,106,2026-01-25,20,4
334,1,103,2026-01-25,57,17
335,1,160,2026-01-25,42,8
336,1,10,2026-01-25,99,21
337,1,16,2026-01-25,71,12
338,1,151,2026-01-25,30,5
339,1,77,2026-01-25,152,28
340,1,120,2026-01-25,101,23
341,1,72,2026-01-25,107,19
342,1,91,2026-01-25,111,20
343,1,101,2026-01-25,118,21
344,1,45,2026-01-25,119,27
345,1,95,2026-01-25,142,25
346,1,177,2026-01-25,112,20
347,1,143,2026-01-25,157,29
348,1,114,2026-01-25,125,29
349,1,54,2026-01-25,107,25
350,1,21,2026-01-25,77,16
351,1,31,2026-01-25,85,17
352,1,115,2026-01-25,98,22
353,1,173,2026-01-25,45,8
354,1,27,2026-01-25,23,5
355,1,51,2026-01-25,89,20
356,1,193,2026-01-25,50,10
357,1,180,2026-01-25,136,22
358,1,185,2026-01-25,32,8
359,1,200,2026-01-25,133,24
360,1,110,2026-01-25,98,18
361,1,116,2026-01-25,81,14
362,1,99,2026-01-25,75,15
363,1,98,2026-01-25,25,7
364,1,70,2026-01-25,43,9
365,1,162,2026-01-25,36,10
366,1,175,2026-01-25,90,16
367,1,108,2026-01-25,48,8
368,1,73,2026-01-25,35,7
369,1,89,2026-01-25,76,15
370,1,131,2026-01-25,92,15
371,1,97,2026-01-25,49,13
372,1,87,2026-01-25,142,28
373,1,102,2026-01-25,125,24
374,1,19,2026-01-25,100,17
375,1,191,2026-01-25,69,12
376,1,165,2026-01-25,94,15
377,1,145,2026-01-25,87,17
378,1,149,2026-01-25,98,16
379,1,141,2026-01-25,121,26
380,1,144,2026-01-25,61,10
381,1,170,2026-01-25,150,29
382,1,26,2026-01-25,80,18
383,1,137,2026-01-25,58,11
384,1,44,2026-01-25,34,8
385,1,138,2026-01-25,24,5
386,1,47,2026-01-25,30,6
387,1,5,2026-01-25,170,27
388,1,166,2026-01-25,80,16
389,1,55,2026-01-25,88,19
390,1,140,2026-01-25,33,7
391,1,187,2026-01-25,86,16
392,1,9,2026-01-25,117,21
393,1,14,2026-01-25,98,16
394,1,6,2026-01-25,106,20
395,1,34,2026-01-25,58,10
396,1,82,2026-01-25,59,16
397,1,32,2026-01-25,67,12
398,1,60,2026-01-25,43,9
399,1,167,2026-01-25,142,28
400,1,104,2026-01-25,36,14
401,1,64,2026-01-25,53,9
402,1,79,2026-01-25,130,28
403,1,109,2026-01-25,77,14
404,1,125,2026-01-25,93,21
405,1,195,2026-01-25,162,26
406,1,142,2026-01-25,112,25
407,1,198,2026-01-25,118,21
408,1,43,2026-01-25,46,7
409,1,153,2026-01-25,153,29
410,1,127,2026-01-25,159,29
411,1,41,2026-01-25,110,20
412,1,135,2026-01-25,70,13
413,1,84,2026-01-25,28,6
414,1,15,2026-01-25,66,13
415,1,86,2026-01-25,110,21
416,1,176,2026-01-25,61,13
417,1,192,2026-01-25,58,11
418,1,126,2026-01-25,26,6
419,1,7,2026-01-25,93,20
420,1,148,2026-01-25,101,23
421,1,57,2026-02-01,97,17
422,1,38,2026-02-01,139,27
423,1,68,2026-02-01,44,9
424,1,80,2026-02-01,31,6
425,1,81,2026-02-01,103,18
426,1,189,2026-02-01,52,11
427,1,184,2026-02-01,54,10
428,1,11,2026-02-01,82,20
429,1,129,2026-02-01,31,7
430,1,63,2026-02-01,134,28
431,1,66,2026-02-01,127,24
432,1,18,2026-02-01,27,6
433,1,134,2026-02-01,135,23
434,1,196,2026-02-01,75,20
435,1,147,2026-02-01,125,25
436,1,39,2026-02-01,125,24
437,1,174,2026-02-01,52,10
438,1,150,2026-02-01,73,17
439,1,94,2026-02-01,63,15
440,1,30,2026-02-01,112,23
441,1,1,2026-02-01,137,22
442,1,3,2026-02-01,133,26
443,1,123,2026-02-01,108,18
444,1,181,2026-02-01,71,16
445,1,96,2026-02-01,99,17
446,1,122,2026-02-01,83,24
447,1,186,2026-02-01,147,24
448,1,40,2026-02-01,26,5
449,1,67,2026-02-01,120,20
450,1,20,2026-02-01,133,22
451,1,12,2026-02-01,48,8
452,1,46,2026-02-01,140,24
453,1,42,2026-02-01,133,24
454,1,93,2026-02-01,25,5
455,1,169,2026-02-01,142,28
456,1,2,2026-02-01,29,6
457,1,58,2026-02-01,43,10
458,1,190,2026-02-01,68,14
459,1,152,2026-02-01,57,10
460,1,168,2026-02-01,56,12
461,1,117,2026-02-01,117,26
462,1,139,2026-02-01,52,10
463,1,156,2026-02-01,41,12
464,1,83,2026-02-01,141,25
465,1,161,2026-02-01,157,29
466,1,182,2026-02-01,23,4
467,1,172,2026-02-01,45,10
468,1,13,2026-02-01,49,8
469,1,56,2026-02-01,68,12
470,1,78,2026-02-01,111,20
471,1,23,2026-02-01,101,20
472,1,130,2026-02-01,105,16
473,1,106,2026-02-01,22,4
474,1,103,2026-02-01,88,17
475,1,160,2026-02-01,42,8
476,1,10,2026-02-01,107,21
477,1,16,2026-02-01,61,12
478,1,151,2026-02-01,29,5
479,1,77,2026-02-01,147,28
480,1,120,2026-02-01,100,23
481,1,72,2026-02-01,105,19
482,1,91,2026-02-01,122,20
483,1,101,2026-02-01,83,21
484,1,45,2026-02-01,147,27
485,1,95,2026-02-01,113,25
486,1,177,2026-02-01,89,20
487,1,143,2026-02-01,129,29
488,1,114,2026-02-01,154,29
489,1,54,2026-02-01,146,25
490,1,21,2026-02-01,81,16
491,1,31,2026-02-01,80,17
492,1,115,2026-02-01,109,22
493,1,173,2026-02-01,40,8
494,1,27,2026-02-01,19,5
495,1,51,2026-02-01,113,20
496,1,193,2026-02-01,44,10
497,1,180,2026-02-01,98,22
498,1,185,2026-02-01,51,8
499,1,200,2026-02-01,82,24
500,1,110,2026-02-01,79,18
501,1,116,2026-02-01,72,14
502,1,99,2026-02-01,71,15
503,1,98,2026-02-01,31,7
504,1,70,2026-02-01,63,9
505,1,162,2026-02-01,51,10
506,1,175,2026-02-01,85,16
507,1,108,2026-02-01,59,8
508,1,73,2026-02-01,41,7
509,1,89,2026-02-01,83,15
510,1,131,2026-02-01,87,15
511,1,97,2026-02-01,49,13
512,1,87,2026-02-01,144,28
513,1,102,2026-02-01,129,24
514,1,19,2026-02-01,93,17
515,1,191,2026-02-01,57,12
516,1,165,2026-02-01,69,15
517,1,145,2026-02-01,69,17
518,1,149,2026-02-01,90,16
519,1,141,2026-02-01,155,26
520,1,144,2026-02-01,51,10
521,1,170,2026-02-01,166,29
522,1,26,2026-02-01,80,18
523,1,137,2026-02-01,42,11
524,1,44,2026-02-01,39,8
525,1,138,2026-02-01,24,5
526,1,47,2026-02-01,40,6
527,1,5,2026-02-01,149,27
528,1,166,2026-02-01,64,16
529,1,55,2026-02-01,78,19
530,1,140,2026-02-01,36,7
531,1,187,2026-02-01,77,16
532,1,9,2026-02-01,79,21
533,1,14,2026-02-01,85,16
534,1,6,2026-02-01,97,20
535,1,34,2026-02-01,56,10
536,1,82,2026-02-01,75,16
537,1,32,2026-02-01,72,12
538,1,60,2026-02-01,51,9
539,1,167,2026-02-01,138,28
540,1,104,2026-02-01,59,14
541,1,64,2026-02-01,46,9
542,1,79,2026-02-01,174,28
543,1,109,2026-02-01,63,14
544,1,125,2026-02-01,110,21
545,1,195,2026-02-01,125,26
546,1,142,2026-02-01,112,25
547,1,198,2026-02-01,121,21
548,1,43,2026-02-01,43,7
549,1,153,2026-02-01,169,29
550,1,127,2026-02-01,102,29
551,1,41,2026-02-01,92,20
552,1,135,2026-02-01,81,13
553,1,84,2026-02-01,29,6
554,1,15,2026-02-01,66,13
555,1,86,2026-02-01,84,21
556,1,176,2026-02-01,61,13
557,1,192,2026-02-01,62,11
558,1,126,2026-02-01,32,6
559,1,7,2026-02-01,131,20
560,1,148,2026-02-01,120,23
561,1,57,2026-02-08,85,17
562,1,38,2026-02-08,107,27
563,1,68,2026-02-08,64,9
564,1,80,2026-02-08,25,6
565,1,81,2026-02-08,107,18
566,1,189,2026-02-08,45,11
567,1,184,2026-02-08,64,10
568,1,11,2026-02-08,89,20
569,1,129,2026-02-08,30,7
570,1,63,2026-02-08,93,28
571,1,66,2026-02-08,148,24
572,1,18,2026-02-08,36,6
573,1,134,2026-02-08,135,23
574,1,196,2026-02-08,140,20
575,1,147,2026-02-08,144,25
576,1,39,2026-02-08,134,24
577,1,174,2026-02-08,38,10
578,1,150,2026-02-08,90,17
579,1,94,2026-02-08,78,15
580,1,30,2026-02-08,105,23
581,1,1,2026-02-08,122,22
582,1,3,2026-02-08,150,26
583,1,123,2026-02-08,101,18
584,1,181,2026-02-08,71,16
585,1,96,2026-02-08,85,17
586,1,122,2026-02-08,91,24
587,1,186,2026-02-08,103,24
588,1,40,2026-02-08,21,5
589,1,67,2026-02-08,107,20
590,1,20,2026-02-08,147,22
591,1,12,2026-02-08,34,8
592,1,46,2026-02-08,105,24
593,1,42,2026-02-08,104,24
594,1,93,2026-02-08,27,5
595,1,169,2026-02-08,163,28
596,1,2,2026-02-08,35,6
597,1,58,2026-02-08,76,10
598,1,190,2026-02-08,79,14
599,1,152,2026-02-08,53,10
600,1,168,2026-02-08,63,12
601,1,117,2026-02-08,125,26
602,1,139,2026-02-08,47,10
603,1,156,2026-02-08,47,12
604,1,83,2026-02-08,120,25
605,1,161,2026-02-08,135,29
606,1,182,2026-02-08,20,4
607,1,172,2026-02-08,44,10
608,1,13,2026-02-08,46,8
609,1,56,2026-02-08,58,12
610,1,78,2026-02-08,89,20
611,1,23,2026-02-08,104,20
612,1,130,2026-02-08,80,16
613,1,106,2026-02-08,30,4
614,1,103,2026-02-08,73,17
615,1,160,2026-02-08,49,8
616,1,10,2026-02-08,106,21
617,1,16,2026-02-08,85,12
618,1,151,2026-02-08,29,5
619,1,77,2026-02-08,125,28
620,1,120,2026-02-08,122,23
621,1,72,2026-02-08,69,19
622,1,91,2026-02-08,97,20
623,1,101,2026-02-08,118,21
624,1,45,2026-02-08,158,27
625,1,95,2026-02-08,131,25
626,1,177,2026-02-08,93,20
627,1,143,2026-02-08,161,29
628,1,114,2026-02-08,119,29
629,1,54,2026-02-08,132,25
630,1,21,2026-02-08,89,16
631,1,31,2026-02-08,83,17
632,1,115,2026-02-08,108,22
633,1,173,2026-02-08,45,8
634,1,27,2026-02-08,26,5
635,1,51,2026-02-08,104,20
636,1,193,2026-02-08,61,10
637,1,180,2026-02-08,137,22
638,1,185,2026-02-08,48,8
639,1,200,2026-02-08,106,24
640,1,110,2026-02-08,82,18
641,1,116,2026-02-08,62,14
642,1,99,2026-02-08,88,15
643,1,98,2026-02-08,43,7
644,1,70,2026-02-08,45,9
645,1,162,2026-02-08,48,10
646,1,175,2026-02-08,82,16
647,1,108,2026-02-08,34,8
648,1,73,2026-02-08,36,7
649,1,89,2026-02-08,55,15
650,1,131,2026-02-08,78,15
651,1,97,2026-02-08,57,13
652,1,87,2026-02-08,152,28
653,1,102,2026-02-08,119,24
654,1,19,2026-02-08,88,17
655,1,191,2026-02-08,66,12
656,1,165,2026-02-08,73,15
657,1,145,2026-02-08,65,17
658,1,149,2026-02-08,79,16
659,1,141,2026-02-08,124,26
660,1,144,2026-02-08,62,10
661,1,170,2026-02-08,116,29
662,1,26,2026-02-08,67,18
663,1,137,2026-02-08,49,11
664,1,44,2026-02-08,43,8
665,1,138,2026-02-08,27,5
666,1,47,2026-02-08,30,6
667,1,5,2026-02-08,138,27
668,1,166,2026-02-08,70,16
669,1,55,2026-02-08,109,19
670,1,140,2026-02-08,35,7
671,1,187,2026-02-08,92,16
672,1,9,2026-02-08,92,21
673,1,14,2026-02-08,82,16
674,1,6,2026-02-08,102,20
675,1,34,2026-02-08,37,10
676,1,82,2026-02-08,81,16
677,1,32,2026-02-08,59,12
678,1,60,2026-02-08,44,9
679,1,167,2026-02-08,156,28
680,1,104,2026-02-08,66,14
681,1,64,2026-02-08,49,9
682,1,79,2026-02-08,122,28
683,1,109,2026-02-08,75,14
684,1,125,2026-02-08,97,21
685,1,195,2026-02-08,138,26
686,1,142,2026-02-08,119,25
687,1,198,2026-02-08,124,21
688,1,43,2026-02-08,36,7
689,1,153,2026-02-08,164,29
690,1,127,2026-02-08,169,29
691,1,41,2026-02-08,96,20
692,1,135,2026-02-08,58,13
693,1,84,2026-02-08,28,6
694,1,15,2026-02-08,65,13
695,1,86,2026-02-08,126,21
696,1,176,2026-02-08,86,13
697,1,192,2026-02-08,56,11
698,1,126,2026-02-08,28,6
699,1,7,2026-02-08,67,20
700,1,148,2026-02-08,99,23
701,1,57,2026-02-15,70,17
702,1,38,2026-02-15,129,27
703,1,68,2026-02-15,47,9
704,1,80,2026-02-15,22,6
705,1,81,2026-02-15,84,18
706,1,189,2026-02-15,51,11
707,1,184,2026-02-15,58,10
708,1,11,2026-02-15,109,20
709,1,129,2026-02-15,34,7
710,1,63,2026-02-15,169,28
711,1,66,2026-02-15,171,24
712,1,18,2026-02-15,35,6
713,1,134,2026-02-15,133,23
714,1,196,2026-02-15,104,20
715,1,147,2026-02-15,87,25
716,1,39,2026-02-15,112,24
717,1,174,2026-02-15,45,10
718,1,150,2026-02-15,76,17
719,1,94,2026-02-15,78,15
720,1,30,2026-02-15,124,23
721,1,1,2026-02-15,120,22
722,1,3,2026-02-15,163,26
723,1,123,2026-02-15,118,18
724,1,181,2026-02-15,58,16
725,1,96,2026-02-15,81,17
726,1,122,2026-02-15,116,24
727,1,186,2026-02-15,89,24
728,1,40,2026-02-15,20,5
729,1,67,2026-02-15,95,20
730,1,20,2026-02-15,105,22
731,1,12,2026-02-15,48,8
732,1,46,2026-02-15,160,24
733,1,42,2026-02-15,122,24
734,1,93,2026-02-15,31,5
735,1,169,2026-02-15,144,28
736,1,2,2026-02-15,32,6
737,1,58,2026-02-15,50,10
738,1,190,2026-02-15,62,14
739,1,152,2026-02-15,67,10
740,1,168,2026-02-15,73,12
741,1,117,2026-02-15,170,26
742,1,139,2026-02-15,52,10
743,1,156,2026-02-15,64,12
744,1,83,2026-02-15,147,25
745,1,161,2026-02-15,129,29
746,1,182,2026-02-15,22,4
747,1,172,2026-02-15,46,10
748,1,13,2026-02-15,31,8
749,1,56,2026-02-15,80,12
750,1,78,2026-02-15,98,20
751,1,23,2026-02-15,138,20
752,1,130,2026-02-15,90,16
753,1,106,2026-02-15,23,4
754,1,103,2026-02-15,106,17
755,1,160,2026-02-15,53,8
756,1,10,2026-02-15,96,21
757,1,16,2026-02-15,59,12
758,1,151,2026-02-15,23,5
759,1,77,2026-02-15,137,28
760,1,120,2026-02-15,132,23
761,1,72,2026-02-15,92,19
762,1,91,2026-02-15,99,20
763,1,101,2026-02-15,89,21
764,1,45,2026-02-15,144,27
765,1,95,2026-02-15,128,25
766,1,177,2026-02-15,114,20
767,1,143,2026-02-15,165,29
768,1,114,2026-02-15,122,29
769,1,54,2026-02-15,128,25
770,1,21,2026-02-15,82,16
771,1,31,2026-02-15,92,17
772,1,115,2026-02-15,112,22
773,1,173,2026-02-15,35,8
774,1,27,2026-02-15,24,5
775,1,51,2026-02-15,106,20
776,1,193,2026-02-15,68,10
777,1,180,2026-02-15,134,22
778,1,185,2026-02-15,44,8
779,1,200,2026-02-15,86,24
780,1,110,2026-02-15,90,18
781,1,116,2026-02-15,68,14
782,1,99,2026-02-15,84,15
783,1,98,2026-02-15,38,7
784,1,70,2026-02-15,42,9
785,1,162,2026-02-15,52,10
786,1,175,2026-02-15,81,16
787,1,108,2026-02-15,51,8
788,1,73,2026-02-15,42,7
789,1,89,2026-02-15,73,15
790,1,131,2026-02-15,63,15
791,1,97,2026-02-15,72,13
792,1,87,2026-02-15,108,28
793,1,102,2026-02-15,136,24
794,1,19,2026-02-15,88,17
795,1,191,2026-02-15,80,12
796,1,165,2026-02-15,64,15
797,1,145,2026-02-15,94,17
798,1,149,2026-02-15,60,16
799,1,141,2026-02-15,142,26
800,1,144,2026-02-15,43,10
801,1,170,2026-02-15,141,29
802,1,26,2026-02-15,83,18
803,1,137,2026-02-15,63,11
804,1,44,2026-02-15,36,8
805,1,138,2026-02-15,27,5
806,1,47,2026-02-15,30,6
807,1,5,2026-02-15,141,27
808,1,166,2026-02-15,97,16
809,1,55,2026-02-15,78,19
810,1,140,2026-02-15,36,7
811,1,187,2026-02-15,67,16
812,1,9,2026-02-15,93,21
813,1,14,2026-02-15,82,16
814,1,6,2026-02-15,109,20
815,1,34,2026-02-15,52,10
816,1,82,2026-02-15,67,16
817,1,32,2026-02-15,59,12
818,1,60,2026-02-15,47,9
819,1,167,2026-02-15,147,28
