order_id,customer_id,store_id,order_date,channel,order_status
113,466,1,2025-01-04,in_store,completed
114,471,6,2025-01-04,in_store,completed
115,505,5,2025-01-04,in_store,completed
116,527,1,2025-01-04,online,completed
117,617,5,2025-01-04,in_store,completed
118,685,5,2025-01-04,in_store,completed
119,777,8,2025-01-04,online,completed
120,1026,7,2025-01-04,in_store,completed
121,1056,2,2025-01-04,in_store,completed
122,1084,4,2025-01-04,in_store,completed
123,1116,8,2025-01-04,online,completed
124,1126,1,2025-01-04,online,completed
125,1158,1,2025-01-04,in_store,completed
126,1195,3,2025-01-04,in_store,completed
127,1218,6,2025-01-04,online,completed
128,1417,3,2025-01-04,in_store,completed
129,1573,6,2025-01-04,in_store,completed
130,1842,7,2025-01-04,in_store,completed
131,2025,7,2025-01-04,online,completed
132,2074,8,2025-01-04,in_store,completed
133,2100,5,2025-01-04,in_store,completed
134,2267,6,2025-01-04,online,completed
135,2388,2,2025-01-04,in_store,completed
136,2509,8,2025-01-04,online,completed
137,2515,7,2025-01-04,in_store,completed
138,2578,8,2025-01-04,online,completed
139,3025,8,2025-01-04,online,completed
140,3056,8,2025-01-04,in_store,completed
141,3092,8,2025-01-04,in_store,completed
142,3206,6,2025-01-04,in_store,completed
143,3366,6,2025-01-04,online,completed
144,3462,2,2025-01-04,online,cancelled
145,3481,6,2025-01-04,online,completed
146,3493,8,2025-01-04,in_store,completed
147,3633,7,2025-01-04,in_store,completed
148,3696,4,2025-01-04,online,completed
149,3839,2,2025-01-04,in_store,completed
150,3899,5,2025-01-04,in_store,completed
151,4016,7,2025-01-04,in_store,completed
152,4140,4,2025-01-04,online,completed
153,4224,3,2025-01-04,in_store,completed
154,4308,6,2025-01-04,in_store,completed
155,4407,5,2025-01-04,online,completed
156,4569,5,2025-01-04,in_store,completed
157,4899,6,2025-01-04,in_store,completed
158,218,7,2025-01-05,online,completed
159,227,6,2025-01-05,online,completed
160,254,5,2025-01-05,online,completed
161,510,5,2025-01-05,online,completed
162,735,5,2025-01-05,in_store,completed
163,774,6,2025-01-05,in_store,completed
164,787,7,2025-01-05,online,completed
165,1000,3,2025-01-05,in_store,completed
166,1102,8,2025-01-05,online,completed
167,1294,7,2025-01-05,online,completed
168,1305,4,2025-01-05,in_store,completed
169,1646,5,2025-01-05,in_store,completed
170,1652,7,2025-01-05,online,completed
171,1677,7,2025-01-05,online,completed
172,1719,8,2025-01-05,online,completed
173,1816,7,2025-01-05,online,completed
174,1993,5,2025-01-05,online,completed
175,2366,7,2025-01-05,online,completed
176,2421,5,2025-01-05,in_store,completed
177,2510,7,2025-01-05,online,cancelled
178,2619,3,2025-01-05,in_store,completed
179,2700,7,2025-01-05,in_store,completed
180,2708,5,2025-01-05,in_store,completed
181,2732,3,2025-01-05,online,cancelled
182,2781,5,2025-01-05,online,completed
183,2819,7,2025-01-05,online,cancelled
184,2921,5,2025-01-05,online,completed
185,3180,5,2025-01-05,online,completed
186,3493,8,2025-01-05,online,completed
187,3734,1,2025-01-05,in_store,completed
188,3763,3,2025-01-05,in_store,completed
189,3831,2,2025-01-05,in_store,completed
190,3894,5,2025-01-05,in_store,completed
191,3929,3,2025-01-05,online,completed
192,4136,1,2025-01-05,online,completed
193,4161,8,2025-01-05,online,completed
194,4184,1,2025-01-05,online,completed
195,4193,6,2025-01-05,in_store,completed
196,4311,4,2025-01-05,online,completed
197,4422,2,2025-01-05,in_store,completed
198,4432,7,2025-01-05,online,completed
199,4553,7,2025-01-05,in_store,completed
200,4609,2,2025-01-05,in_store,completed
201,4800,3,2025-01-05,online,completed
202,59,6,2025-01-06,in_store,completed
203,239,5,2025-01-06,in_store,cancelled
204,272,7,2025-01-06,online,completed
205,466,2,2025-01-06,online,completed
206,539,4,2025-01-06,in_store,completed
207,555,1,2025-01-06,online,completed
208,738,8,2025-01-06,in_store,completed
209,950,5,2025-01-06,online,completed
210,1071,6,2025-01-06,in_store,completed
211,1084,4,2025-01-06,online,completed
212,1295,1,2025-01-06,in_store,completed
213,1370,3,2025-01-06,online,completed
214,1440,2,2025-01-06,online,completed
215,1451,5,2025-01-06,online,completed
216,1724,6,2025-01-06,in_store,completed
217,1758,3,2025-01-06,in_store,completed
218,1780,6,2025-01-06,in_store,completed
219,1810,1,2025-01-06,online,completed
220,1835,8,2025-01-06,in_store,completed
221,1866,8,2025-01-06,in_store,completed
222,1985,4,2025-01-06,online,completed
223,2206,6,2025-01-06,in_store,completed
224,2376,2,2025-01-06,in_store,completed
225,2390,1,2025-01-06,online,completed
226,2698,8,2025-01-06,online,completed
227,2739,8,2025-01-06,online,cancelled
228,2784,2,2025-01-06,in_store,completed
229,2855,6,2025-01-06,online,completed
230,2906,1,2025-01-06,in_store,completed
231,2999,8,2025-01-06,in_store,completed
232,3234,7,2025-01-06,in_store,completed
233,3383,2,2025-01-06,in_store,completed
234,3466,6,2025-01-06,in_store,completed
235,3472,6,2025-01-06,in_store,completed
236,3810,4,2025-01-06,online,completed
237,3926,4,2025-01-06,in_store,completed
238,4311,3,2025-01-06,online,completed
239,4422,2,2025-01-06,in_store,completed
240,4498,8,2025-01-06,online,completed
241,4675,6,2025-01-06,in_store,completed
242,4994,4,2025-01-06,online,completed
243,29,3,2025-01-07,in_store,completed
244,115,4,2025-01-07,online,completed
245,181,1,2025-01-07,in_store,completed
246,240,3,2025-01-07,in_store,completed
247,244,3,2025-01-07,online,completed
248,322,7,2025-01-07,in_store,completed
249,324,2,2025-01-07,online,completed
250,398,5,2025-01-07,in_store,completed
251,569,4,2025-01-07,in_store,completed
252,631,6,2025-01-07,online,completed
253,830,7,2025-01-07,in_store,completed
254,834,7,2025-01-07,online,completed
255,843,2,2025-01-07,online,completed
256,878,6,2025-01-07,online,completed
257,961,7,2025-01-07,online,completed
258,1116,8,2025-01-07,in_store,completed
259,1217,3,2025-01-07,in_store,completed
260,1241,3,2025-01-07,in_store,completed
261,1246,2,2025-01-07,in_store,completed
262,1581,5,2025-01-07,in_store,completed
263,1602,6,2025-01-07,online,completed
264,2131,6,2025-01-07,in_store,completed
265,2147,5,2025-01-07,online,completed
266,2240,2,2025-01-07,in_store,completed
267,2312,7,2025-01-07,in_store,completed
268,2383,2,2025-01-07,in_store,completed
269,2390,1,2025-01-07,online,completed
270,2418,5,2025-01-07,online,completed
271,2428,8,2025-01-07,online,completed
272,2472,7,2025-01-07,in_store,completed
273,2658,5,2025-01-07,in_store,completed
274,2709,6,2025-01-07,online,completed
275,2831,2,2025-01-07,online,completed
276,2858,6,2025-01-07,in_store,completed
277,2873,6,2025-01-07,in_store,completed
278,3176,3,2025-01-07,in_store,completed
279,3239,2,2025-01-07,in_store,completed
280,3257,5,2025-01-07,online,completed
281,3260,8,2025-01-07,in_store,completed
282,3326,6,2025-01-07,online,completed
283,3436,3,2025-01-07,online,completed
284,3495,1,2025-01-07,in_store,completed
285,3597,8,2025-01-07,online,completed
286,3625,6,2025-01-07,online,completed
287,3633,7,2025-01-07,online,completed
288,3802,3,2025-01-07,in_store,completed
289,3947,7,2025-01-07,in_store,cancelled
290,4288,6,2025-01-07,in_store,completed
291,4519,6,2025-01-07,in_store,completed
292,4558,2,2025-01-07,in_store,completed
293,4587,5,2025-01-07,online,completed
294,4618,4,2025-01-07,in_store,completed
295,4728,1,2025-01-07,online,completed
296,4910,3,2025-01-07,in_store,completed
297,4959,1,2025-01-07,online,completed
298,122,6,2025-01-08,in_store,completed
299,139,8,2025-01-08,in_store,completed
300,228,4,2025-01-08,in_store,completed
301,309,5,2025-01-08,online,completed
302,442,5,2025-01-08,online,completed
303,497,7,2025-01-08,online,cancelled
304,522,7,2025-01-08,in_store,completed
305,769,7,2025-01-08,in_store,completed
306,854,5,2025-01-08,online,completed
307,1157,7,2025-01-08,online,completed
308,1404,5,2025-01-08,online,completed
309,1704,5,2025-01-08,in_store,completed
310,1712,8,2025-01-08,in_store,completed
311,1751,2,2025-01-08,online,completed
312,1784,1,2025-01-08,in_store,completed
313,1985,4,2025-01-08,in_store,completed
314,2034,6,2025-01-08,in_store,completed
315,2099,6,2025-01-08,in_store,completed
316,2302,7,2025-01-08,online,completed
317,2672,2,2025-01-08,in_store,completed
318,2700,7,2025-01-08,online,completed
319,2744,1,2025-01-08,online,completed
320,2919,1,2025-01-08,online,cancelled
321,3006,8,2025-01-08,online,completed
322,3023,8,2025-01-08,in_store,completed
323,3029,5,2025-01-08,online,completed
324,3135,6,2025-01-08,online,completed
325,3261,8,2025-01-08,in_store,completed
326,3367,4,2025-01-08,online,completed
327,3564,6,2025-01-08,online,completed
328,3763,4,2025-01-08,online,completed
329,4026,7,2025-01-08,online,completed
330,4055,7,2025-01-08,in_store,completed
331,4092,7,2025-01-08,in_store,completed
332,4164,5,2025-01-08,in_store,completed
333,4260,7,2025-01-08,online,completed
334,4276,6,2025-01-08,online,completed
335,4330,2,2025-01-08,online,cancelled
336,4588,5,2025-01-08,online,completed
337,4649,5,2025-01-08,in_store,completed
338,4772,6,2025-01-08,in_store,completed
339,54,8,2025-01-09,in_store,completed
340,626,5,2025-01-09,online,completed
341,749,5,2025-01-09,online,completed
342,965,1,2025-01-09,online,completed
343,1139,6,2025-01-09,in_store,completed
344,1171,3,2025-01-09,online,completed
345,1270,7,2025-01-09,online,completed
346,1493,7,2025-01-09,online,completed
347,1496,8,2025-01-09,online,completed
348,1511,8,2025-01-09,in_store,completed
349,1656,5,2025-01-09,in_store,completed
350,1840,4,2025-01-09,online,completed
351,2160,8,2025-01-09,online,completed
352,2219,5,2025-01-09,online,completed
353,2255,5,2025-01-09,online,completed
354,2534,5,2025-01-09,in_store,completed
355,2586,3,2025-01-09,in_store,completed
356,2620,1,2025-01-09,in_store,completed
357,2733,1,2025-01-09,in_store,completed
358,2763,8,2025-01-09,in_store,completed
359,2816,7,2025-01-09,online,completed
360,2907,3,2025-01-09,online,completed
361,2921,5,2025-01-09,online,completed
362,3182,5,2025-01-09,online,completed
363,3233,6,2025-01-09,in_store,completed
364,3256,5,2025-01-09,in_store,completed
365,3398,2,2025-01-09,in_store,completed
366,3465,8,2025-01-09,in_store,completed
367,3512,3,2025-01-09,online,completed
368,3570,5,2025-01-09,in_store,completed
369,3599,5,2025-01-09,online,completed
370,3608,6,2025-01-09,online,completed
371,3811,5,2025-01-09,online,completed
372,3850,5,2025-01-09,online,completed
373,4016,7,2025-01-09,in_store,completed
374,4336,8,2025-01-09,in_store,completed
375,4341,7,2025-01-09,in_store,completed
376,4433,2,2025-01-09,in_store,completed
377,4531,7,2025-01-09,online,completed
378,4836,4,2025-01-09,in_store,completed
379,4978,7,2025-01-09,in_store,completed
380,65,8,2025-01-10,online,completed
381,631,6,2025-01-10,in_store,completed
382,837,6,2025-01-10,in_store,completed
383,868,1,2025-01-10,online,completed
384,876,3,2025-01-10,in_store,completed
385,914,2,2025-01-10,online,cancelled
386,1244,8,2025-01-10,in_store,completed
387,1274,6,2025-01-10,in_store,completed
388,1337,4,2025-01-10,online,completed
389,1419,1,2025-01-10,online,completed
390,1517,8,2025-01-10,in_store,completed
391,1519,8,2025-01-10,online,completed
392,1570,2,2025-01-10,in_store,completed
393,1573,6,2025-01-10,in_store,completed
394,1776,7,2025-01-10,in_store,cancelled
395,1812,4,2025-01-10,online,completed
396,1909,7,2025-01-10,online,completed
397,1955,1,2025-01-10,in_store,cancelled
398,2154,4,2025-01-10,in_store,completed
399,2248,5,2025-01-10,online,completed
400,2592,8,2025-01-10,online,completed
401,2729,4,2025-01-10,online,completed
402,2898,3,2025-01-10,online,completed
403,3098,5,2025-01-10,online,completed
404,3376,3,2025-01-10,online,completed
405,3552,4,2025-01-10,in_store,completed
406,3621,1,2025-01-10,online,completed
407,3631,8,2025-01-10,online,completed
408,3662,8,2025-01-10,in_store,completed
409,3868,6,2025-01-10,in_store,completed
410,3958,6,2025-01-10,in_store,completed
411,4015,5,2025-01-10,in_store,completed
412,4030,8,2025-01-10,in_store,completed
413,4099,6,2025-01-10,online,completed
414,4104,7,2025-01-10,in_store,completed
415,4170,6,2025-01-10,online,completed
416,4202,6,2025-01-10,in_store,completed
417,4267,8,2025-01-10,online,completed
418,4281,8,2025-01-10,in_store,completed
419,4326,8,2025-01-10,in_store,completed
420,4384,4,2025-01-10,online,completed
421,4574,1,2025-01-10,online,completed
422,4703,3,2025-01-10,online,completed
423,260,3,2025-01-11,online,completed
424,436,7,2025-01-11,online,completed
425,526,5,2025-01-11,in_store,completed
426,735,5,2025-01-11,in_store,completed
427,769,7,2025-01-11,in_store,completed
428,997,4,2025-01-11,in_store,completed
429,1310,2,2025-01-11,online,completed
430,1323,4,2025-01-11,in_store,completed
431,1383,8,2025-01-11,in_store,completed
432,1521,2,2025-01-11,online,completed
433,1748,8,2025-01-11,online,completed
434,1975,4,2025-01-11,in_store,completed
435,1977,2,2025-01-11,online,completed
436,2189,8,2025-01-11,online,completed
437,2222,7,2025-01-11,online,completed
438,2228,1,2025-01-11,in_store,completed
439,2383,2,2025-01-11,online,completed
440,2554,5,2025-01-11,online,completed
441,2703,5,2025-01-11,online,completed
442,2708,5,2025-01-11,in_store,completed
443,2795,7,2025-01-11,in_store,completed
444,2799,6,2025-01-11,online,completed
445,2834,4,2025-01-11,in_store,completed
446,2889,7,2025-01-11,online,completed
447,2928,5,2025-01-11,online,cancelled
448,2989,1,2025-01-11,online,completed
449,3042,5,2025-01-11,online,completed
450,3290,5,2025-01-11,online,completed
451,3326,6,2025-01-11,in_store,completed
452,3350,6,2025-01-11,online,completed
453,3523,6,2025-01-11,online,completed
454,3971,8,2025-01-11,online,completed
455,4202,6,2025-01-11,online,completed
456,4224,4,2025-01-11,online,completed
457,4335,1,2025-01-11,in_store,completed
458,4439,8,2025-01-11,in_store,completed
459,4473,8,2025-01-11,in_store,completed
460,4542,3,2025-01-11,in_store,completed
461,4926,7,2025-01-11,online,completed
462,4986,7,2025-01-11,online,completed
463,4987,2,2025-01-11,in_store,completed
464,44,8,2025-01-12,online,completed
465,205,8,2025-01-12,online,completed
466,258,7,2025-01-12,in_store,completed
467,355,1,2025-01-12,in_store,completed
468,557,6,2025-01-12,online,cancelled
469,584,7,2025-01-12,online,completed
470,590,1,2025-01-12,online,completed
471,1420,8,2025-01-12,in_store,completed
472,1437,8,2025-01-12,online,completed
473,1442,4,2025-01-12,online,completed
474,1494,5,2025-01-12,online,completed
475,1607,7,2025-01-12,online,cancelled
476,1623,2,2025-01-12,online,completed
477,1708,1,2025-01-12,in_store,completed
478,1784,2,2025-01-12,in_store,completed
479,1822,6,2025-01-12,in_store,completed
480,1873,3,2025-01-12,in_store,completed
481,2021,5,2025-01-12,online,completed
482,2050,3,2025-01-12,online,completed
483,2377,1,2025-01-12,in_store,completed
484,2508,4,2025-01-12,in_store,completed
485,2685,4,2025-01-12,in_store,completed
486,2855,6,2025-01-12,online,completed
487,2907,3,2025-01-12,online,completed
488,2921,5,2025-01-12,in_store,completed
489,3004,2,2025-01-12,online,cancelled
490,3059,8,2025-01-12,online,completed
491,3120,1,2025-01-12,in_store,cancelled
492,3183,6,2025-01-12,online,completed
493,3213,8,2025-01-12,in_store,completed
494,3221,6,2025-01-12,online,completed
495,3410,8,2025-01-12,online,completed
496,3514,7,2025-01-12,online,completed
497,3562,5,2025-01-12,online,completed
498,3575,1,2025-01-12,in_store,completed
499,3623,5,2025-01-12,in_store,completed
500,3719,6,2025-01-12,in_store,completed
501,3733,8,2025-01-12,in_store,completed
502,3792,5,2025-01-12,in_store,completed
503,3889,7,2025-01-12,online,completed
504,4156,5,2025-01-12,in_store,completed
505,4263,5,2025-01-12,online,completed
506,4542,3,2025-01-12,online,completed
507,4625,8,2025-01-12,online,completed
508,4798,7,2025-01-12,online,completed
509,4972,8,2025-01-12,in_store,completed
510,4998,6,2025-01-12,online,completed
511,57,4,2025-01-13,online,completed
512,112,6,2025-01-13,in_store,completed
513,120,7,2025-01-13,online,completed
514,131,4,2025-01-13,online,completed
515,155,8,2025-01-13,online,completed
516,187,7,2025-01-13,in_store,completed
517,254,5,2025-01-13,in_store,completed
518,301,8,2025-01-13,online,completed
519,326,5,2025-01-13,in_store,completed
520,422,6,2025-01-13,in_store,completed
521,535,3,2025-01-13,in_store,completed
522,1339,6,2025-01-13,online,completed
523,1489,7,2025-01-13,online,completed
524,1501,3,2025-01-13,in_store,completed
525,1890,8,2025-01-13,online,completed
526,2269,7,2025-01-13,online,completed
527,2450,5,2025-01-13,online,completed
528,2551,3,2025-01-13,online,completed
529,2621,2,2025-01-13,online,completed
530,2710,1,2025-01-13,in_store,cancelled
531,2735,8,2025-01-13,in_store,completed
532,2873,6,2025-01-13,online,completed
533,3208,6,2025-01-13,in_store,completed
534,3351,7,2025-01-13,online,completed
535,3391,5,2025-01-13,online,completed
536,3544,6,2025-01-13,in_store,completed
537,3729,8,2025-01-13,online,completed
538,3943,1,2025-01-13,in_store,completed
539,4126,4,2025-01-13,in_store,completed
540,4144,8,2025-01-13,in_store,completed
541,4245,8,2025-01-13,online,completed
542,4250,8,2025-01-13,in_store,completed
543,4273,1,2025-01-13,in_store,completed
544,4281,8,2025-01-13,online,completed
545,4497,5,2025-01-13,in_store,completed
546,4561,8,2025-01-13,in_store,completed
547,4588,5,2025-01-13,in_store,completed
548,4766,7,2025-01-13,in_store,completed
549,4804,6,2025-01-13,online,completed
550,4818,5,2025-01-13,online,completed
551,4958,8,2025-01-13,in_store,completed
552,28,6,2025-01-14,online,completed
553,69,7,2025-01-14,online,cancelled
554,92,6,2025-01-14,online,completed
555,162,3,2025-01-14,online,completed
556,806,6,2025-01-14,online,completed
557,866,6,2025-01-14,in_store,completed
558,1107,5,2025-01-14,online,completed
559,1241,3,2025-01-14,online,cancelled
560,1252,8,2025-01-14,in_store,completed
561,1277,4,2025-01-14,online,completed
562,1484,7,2025-01-14,online,completed
563,1872,5,2025-01-14,in_store,completed
564,1878,2,2025-01-14,online,completed
565,1889,7,2025-01-14,in_store,completed
566,2160,8,2025-01-14,online,completed
567,2246,6,2025-01-14,in_store,completed
568,2250,8,2025-01-14,in_store,completed
569,2439,2,2025-01-14,in_store,completed
570,2442,7,2025-01-14,online,completed
571,2490,8,2025-01-14,online,completed
572,2607,3,2025-01-14,in_store,cancelled
573,2618,7,2025-01-14,online,completed
574,2703,5,2025-01-14,online,completed
575,2867,5,2025-01-14,in_store,completed
576,2945,6,2025-01-14,in_store,completed
577,3262,8,2025-01-14,in_store,completed
578,3364,6,2025-01-14,online,completed
579,3424,8,2025-01-14,in_store,completed
580,3636,8,2025-01-14,online,completed
581,3639,7,2025-01-14,online,completed
582,3676,8,2025-01-14,online,completed
583,3831,2,2025-01-14,in_store,completed
584,3860,8,2025-01-14,online,cancelled
585,3907,6,2025-01-14,in_store,completed
586,3963,4,2025-01-14,in_store,completed
587,3980,7,2025-01-14,online,completed
588,4030,8,2025-01-14,online,completed
589,4094,8,2025-01-14,online,completed
590,4244,7,2025-01-14,online,completed
591,4267,8,2025-01-14,in_store,completed
592,4308,6,2025-01-14,online,completed
593,4767,4,2025-01-14,online,completed
594,4799,8,2025-01-14,online,completed
595,4901,8,2025-01-14,online,completed
596,4975,6,2025-01-14,online,completed
597,9,5,2025-01-15,in_store,completed
598,139,8,2025-01-15,online,completed
599,156,3,2025-01-15,online,completed
600,162,3,2025-01-15,online,completed
601,184,6,2025-01-15,online,completed
602,406,4,2025-01-15,online,cancelled
603,436,7,2025-01-15,online,completed
604,452,1,2025-01-15,online,completed
605,618,5,2025-01-15,in_store,completed
606,861,1,2025-01-15,online,completed
607,960,8,2025-01-15,online,completed
608,1221,4,2025-01-15,online,completed
609,1245,2,2025-01-15,online,completed
610,1287,1,2025-01-15,in_store,completed
611,1406,7,2025-01-15,online,completed
612,1713,1,2025-01-15,online,completed
613,1798,5,2025-01-15,online,completed
614,2004,8,2025-01-15,online,completed
615,2027,4,2025-01-15,in_store,completed
616,2144,3,2025-01-15,in_store,completed
617,2437,4,2025-01-15,online,completed
618,2801,6,2025-01-15,in_store,cancelled
619,2833,5,2025-01-15,in_store,completed
620,2949,4,2025-01-15,in_store,completed
621,3219,1,2025-01-15,in_store,completed
622,3336,5,2025-01-15,in_store,completed
623,3424,8,2025-01-15,online,completed
624,3588,6,2025-01-15,in_store,completed
625,3664,2,2025-01-15,online,completed
626,3695,8,2025-01-15,online,completed
627,3751,4,2025-01-15,in_store,completed
628,3924,8,2025-01-15,online,completed
629,3984,6,2025-01-15,online,completed
630,4159,5,2025-01-15,online,completed
631,4171,8,2025-01-15,online,cancelled
632,4454,6,2025-01-15,online,completed
633,4672,6,2025-01-15,online,completed
634,4816,5,2025-01-15,in_store,completed
635,4854,7,2025-01-15,online,completed
636,4959,1,2025-01-15,in_store,completed
637,86,6,2025-01-16,online,completed
638,298,8,2025-01-16,online,completed
639,341,3,2025-01-16,online,completed
640,363,5,2025-01-16,online,completed
641,509,5,2025-01-16,online,completed
642,530,2,2025-01-16,online,completed
643,1025,6,2025-01-16,online,completed
644,1042,1,2025-01-16,online,completed
645,1045,6,2025-01-16,online,completed
646,1116,8,2025-01-16,in_store,completed
647,1139,6,2025-01-16,in_store,completed
648,1172,3,2025-01-16,in_store,completed
649,1204,6,2025-01-16,in_store,completed
650,1277,3,2025-01-16,in_store,completed
651,1545,5,2025-01-16,online,completed
652,1961,2,2025-01-16,online,completed
653,2248,5,2025-01-16,online,completed
654,2311,5,2025-01-16,in_store,completed
655,2366,7,2025-01-16,online,completed
656,2462,5,2025-01-16,online,completed
657,2484,5,2025-01-16,in_store,completed
658,2861,5,2025-01-16,in_store,completed
659,2999,8,2025-01-16,online,completed
660,3012,3,2025-01-16,online,completed
661,3114,2,2025-01-16,online,completed
662,3151,6,2025-01-16,in_store,completed
663,3219,2,2025-01-16,online,cancelled
664,3375,6,2025-01-16,online,completed
665,3382,6,2025-01-16,in_store,completed
666,3625,6,2025-01-16,in_store,completed
667,3841,1,2025-01-16,online,completed
668,3947,7,2025-01-16,in_store,completed
669,4650,5,2025-01-16,in_store,completed
670,4892,4,2025-01-16,in_store,completed
671,4,8,2025-01-17,online,completed
672,106,6,2025-01-17,in_store,completed
673,142,5,2025-01-17,online,completed
674,242,3,2025-01-17,online,completed
675,423,6,2025-01-17,online,completed
676,442,5,2025-01-17,online,completed
677,491,1,2025-01-17,in_store,cancelled
678,535,4,2025-01-17,in_store,completed
679,693,2,2025-01-17,online,completed
680,891,7,2025-01-17,in_store,completed
681,1285,8,2025-01-17,online,completed
682,1305,3,2025-01-17,in_store,cancelled
683,1406,7,2025-01-17,online,completed
684,1436,7,2025-01-17,in_store,completed
685,1610,7,2025-01-17,in_store,completed
686,2021,5,2025-01-17,in_store,completed
687,2027,4,2025-01-17,in_store,completed
688,2087,6,2025-01-17,online,completed
689,2189,8,2025-01-17,in_store,completed
690,2464,3,2025-01-17,in_store,completed
691,2590,8,2025-01-17,in_store,completed
692,2599,1,2025-01-17,online,completed
693,2661,8,2025-01-17,in_store,completed
694,2807,5,2025-01-17,in_store,completed
695,3417,4,2025-01-17,online,completed
696,3457,6,2025-01-17,online,completed
697,3477,4,2025-01-17,online,completed
698,3534,1,2025-01-17,in_store,completed
699,3681,6,2025-01-17,in_store,completed
700,3882,5,2025-01-17,in_store,completed
701,4000,3,2025-01-17,online,completed
702,4004,8,2025-01-17,online,completed
703,4114,1,2025-01-17,online,completed
704,4184,1,2025-01-17,online,completed
